value,active,description,definition,source
NO_DAMAGE,TRUE,No Damage,,
MINOR_DAMAGE,TRUE,"Minor (Limited Smoke / Fire / Water Damage, Usability/Occupancy Not Impacted )",,
MODERATE_DAMAGE,TRUE,"Moderate (Flame / Water / Smoke Damage, Possible Impact to Usability/Occupancy)",,
MAJOR_DAMAGE,TRUE,Major (Flame / Smoke / Water Damage Resulting in Total  Loss to Usability/Occupancy),,
