active,value,description,definition,source
TRUE,BATHROOM,Bathroom,,
TRUE,BEDROOM,Bedroom,,
TRUE,KITCHEN,Kitchen,,
TRUE,LIVING_SPACE,Living Space,,
TRUE,HALLWAY_FOYER,Hallway / Foyer,,
TRUE,GARAGE,Garage,,
TRUE,BALCONY_PORCH_DECK,Balcony / Porch / Deck,,
TRUE,BASEMENT,Basement,,
TRUE,ATTIC,Attic,,
TRUE,OFFICE,Office,,
TRUE,UTILITY_ROOM,Utility Room,,
TRUE,OTHER,Other,,
TRUE,UNKNOWN,Unknown,,
