value,active,description,definition,source
PANEL_WATER_HEATING,TRUE,Panel Water Heating,,
PANEL_POWER_GENERATION,TRUE,Panel Power Generation,,
TILE_POWER_GENERATION,TRUE,Tile Power Generation,,
THIN_FILM_POWER_GENERATION,TRUE,Thin Film Power Generation,,
OTHER,TRUE,Other,,
