active,value,description,definition,source
TRUE,EVACUATED,Evacuated,,
TRUE,IGNORED_ALARM,Ignored_Alarm,,
TRUE,UNABLE_TO_RESPOND,"Unable To Respond (Impaired, Sleeping, Disabled, Child)",,
TRUE,ATTEMPTED_TO_EXTINGUISH,Attempted To Extinguish,,
TRUE,ATTEMPTED_TO_RESCUE_OCCUPANTS,Attempted to Rescue Other Occupants,,
TRUE,ATTEMPTED_TO_RESCUE_ANIMALS,Attempted to Rescue Animals,,
TRUE,UNKNOWN,Unknown,,
