value,active,description,definition,source
SOLID,TRUE,Solid,,
LIQUID,TRUE,Liquid,,
GAS,TRUE,Gas,,
RADIOACTIVE,TRUE,Radioactive, ,
UNKNOWN,TRUE,Unknown, ,
