value,active,description,definition,source
YES,TRUE,Yes,,
NO,TRUE,No,,
NOT_EVALUATED,TRUE,Not Evaluated,,
NOT_APPLICABLE,TRUE,Not Applicable,,
NO_CAUSE_OBVIOUS,TRUE,No - Cause Obvious,,
OTHER,TRUE,Other,,
