value,active,description,definition,source
LAW_ENFORCEMENT,TRUE,Law enforcement,,
SOCIAL_SERVICES,TRUE,Social services,,
ANIMAL_SERVICES,TRUE,Animal services,,
HOUSING_SERVICES,TRUE,Housing services,,
UTILITIES_PUBLIC_WORKS,TRUE,Utility Company / Public Works,,
REMEDIATION_SERVICES,TRUE,Remediation Services,,
