value,active,description,definition,source
CAREER,TRUE,Career,,
PART_TIME,TRUE,Part_Time,,
PAID_ON_CALL,TRUE,Paid_On_Call,,
INDUSTRIAL,TRUE,Industrial,,
VOLUNTEER,TRUE,Volunteer,,
WILDLAND_FULL_TIME,TRUE,Wildland Full Time,,
WILDLAND_PART_TIME,TRUE,Wildland Part Time,,
WILDLAND_CONTRACT,TRUE,Wildland Contract,,
