value,active,description,definition,source
STRUCTURE,TRUE,Structure,,
VEHICLE,TRUE,Vehicle,,
OUTDOOR_ENVIRONMENT,TRUE,Outdoor / Environment,,
OBJECT_OTHER,TRUE,Object - Other,,
