value,active,description,definition,source
OF_THE,TRUE,of the,,NENA-STA-004
AT,TRUE,at,,NENA-STA-004
DE,TRUE,de,,NENA-STA-004
DE_LA,TRUE,de la,,NENA-STA-004
DEL,TRUE,del,,NENA-STA-004
DE_LAS,TRUE,de las,,NENA-STA-004
DES,TRUE,des,,NENA-STA-004
IN_THE,TRUE,in the,,NENA-STA-004
TO_THE,TRUE,to the,,NENA-STA-004
OF,TRUE,of,,NENA-STA-004
ON_THE,TRUE,on the,,NENA-STA-004
TO,TRUE,to,,NENA-STA-004
