value,active,description,definition,source
TURNOUT_COAT,TRUE,Turnout Coat,,
BUNKER_PANTS,TRUE,Bunker Pants,,
PROTECTIVE_HOOD,TRUE,Protective Hood,,
GLOVES,TRUE,Gloves,,
FACE_SHIELD_GOGGLES,TRUE,Face Shield / Goggles,,
HELMET,TRUE,Helmet,,
SCBA,TRUE,SCBA,,
PASS_DEVICE,TRUE,Pass Device,,
RUBBER_KNEE_BOOTS,TRUE,Rubber Knee Boots,,
3_4_BOOTS,TRUE,3/4 Boots,,
BRUSH_GEAR,TRUE,Brush Gear,,
REFLECTIVE_VEST,TRUE,Reflective Vest,,
OTHER_SPECIAL_EQUIPMENT,TRUE,Other Special Equipment,,
