value,active,description,definition,source
ACTIVE_ASSAILANT,TRUE,Active Assailant,,
MCI,TRUE,Mass Casualty Incident,,
FEDERAL_DECLARED_DISASTER,TRUE,Federal Declared Disaster,,
STATE_DECLARED_DISASTER,TRUE,State Declared Disaster,,
COUNTY_LOCAL_DECLARED_DISASTER,TRUE,County or Local Declared Disaster,,
URBAN_CONFLAGRATION,TRUE,Urban Conflagration,,
VIOLENCE_AGAINST_RESPONDER,TRUE,Violence Against Responder,,
