value,active,description,definition,source
ASSEMBLY,TRUE,Assembly,,
BATHROOM,TRUE,Bathroom,,
BEDROOM,TRUE,Bedroom,,
KITCHEN,TRUE,Kitchen,,
LIVING_SPACE,TRUE,Living Space,,
HALLWAY_FOYER,TRUE,Hallway / Foyer,,
GARAGE,TRUE,Garage,,
BALCONY_PORCH_DECK,TRUE,Balcony / Porch / Deck,,
BASEMENT,TRUE,Basement,,
ATTIC,TRUE,Attic,,
OFFICE,TRUE,Office,,
UTILITY_ROOM,TRUE,Utility Room,,
OTHER,TRUE,Other,,
UNKNOWN,TRUE,Unknown,,
