,active,value,description,definition,source
0,True,WOOD,Wood,,
1,True,BRICK_STONE,Brick/Stone,,
2,True,VINYL,Vinyl,,
3,True,ASHPHALT,Asphalt,,
4,True,METAL,Metal,,
5,True,CONCRETE,Concrete,,
6,True,EIFS,EIFS,Exterior Insulation Finishing Systems,
7,True,STUCCO,Stucco,,
8,True,FIBER_CEMENT,Fiber Cement,,
