,active,value,description,definition,source
0,True,AMBULANCE,Ambulance,,
1,True,BUS,Bus,,
2,True,CONVERTIBLE,Convertible,,
3,True,COUPE,Coupe,,
4,True,FIRE TRUCK,Fire Truck,,
5,True,HARDTOP,Hardtop,,
6,True,HATCHBACK,Hatchback,,
7,True,HEARSE,Hearse,,
8,True,LIMOUSINE,Limousine,,
9,True,MINIVAN,Minivan,,
10,True,MOTORIZED_HOME,Motorized Home,,
11,True,PICKUP,Pickup,,
12,True,ROADSTER,Roadster,,
13,True,SUV,SUV,,
14,True,SEDAN,Sedan,,
15,True,STATION_WAGON,Station Wagon,,
16,True,VAN,Van,,
