,active,value,description,definition,source
0,True,POUCH_POLYMER,Pouch Polymer,,
1,True,CYLINDRICAL,Cylindrical,,
2,True,PRISMATIC,Prismatic,,
3,True,BUTTON_COIN,Button / Coin,,
