value,active,description,definition,source
ASSEMBLY,True,Assembly,,
BATHROOM,True,Bathroom,,
BEDROOM,True,Bedroom,,
KITCHEN,True,Kitchen,,
LIVING_SPACE,True,Living Space,,
HALLWAY_FOYER,True,Hallway / Foyer,,
GARAGE,True,Garage,,
BALCONY_PORCH_DECK,True,Balcony / Porch / Deck,,
BASEMENT,True,Basement,,
ATTIC,True,Attic,,
OFFICE,True,Office,,
UTILITY_ROOM,True,Utility Room,,
OTHER,True,Other,,
UNKNOWN,True,Unknown,,
