value,active,description,definition,source
TURNOUT_COAT,True,Turnout Coat,,
BUNKER_PANTS,True,Bunker Pants,,
PROTECTIVE_HOOD,True,Protective Hood,,
GLOVES,True,Gloves,,
FACE_SHIELD_GOGGLES,True,Face Shield / Goggles,,
HELMET,True,Helmet,,
SCBA,True,SCBA,,
PASS_DEVICE,True,Pass Device,,
RUBBER_KNEE_BOOTS,True,Rubber Knee Boots,,
3_4_BOOTS,True,3/4 Boots,,
BRUSH_GEAR,True,Brush Gear,,
REFLECTIVE_VEST,True,Reflective Vest,,
OTHER_SPECIAL_EQUIPMENT,True,Other Special Equipment,,
