,active,value,description,definition,source
0,True,PARENTS,Parents,,
1,True,K_12,K-12,,
2,True,COLLEGE_STUDENTS,College students,,
3,True,65_OVER,65 and over,,
4,True,HOME_OWNERS,Home owners,,
5,True,HOME_RENTERS,Home renters,,
6,True,GENERAL_PUBLIC,General public,,
7,True,OTHER,Other,,
